CLAVE SITIO,SITIO,ORGANISMO_DE_CUENCA,ESTADO,MUNICIPIO,CUENCA,CUERPO DE AGUA,TIPO,SUBTIPO,LONGITUD,LATITUD,PERIODO,DBO_mg/L,CALIDAD_DBO,DQO_mg/L,CALIDAD_DQO,SST_mg/L,CALIDAD_SST,COLI_FEC_NMP_100mL,CALIDAD_COLI_FEC,E_COLI_NMP_100mL,CALIDAD_E_COLI,ENTEROC_NMP_100mL,CALIDAD_ENTEROC,OD_PORC,CALIDAD_OD_PORC,OD_PORC_SUP,CALIDAD_OD_PORC_SUP,OD_PORC_MED,CALIDAD_OD_PORC_MED,OD_PORC_FON,CALIDAD_OD_PORC_FON,TOX_D_48_UT,CALIDAD_TOX_D_48,TOX_V_15_UT,CALIDAD_TOX_V_15,TOX_D_48_SUP_UT,CALIDAD TOX_D_48_SUP,TOX_D_48_FON_UT,CALIDAD_TOX_D_48_FON,TOX_FIS_SUP_15_UT,CALIDAD_TOX_FIS_SUP_15,TOX_FIS_FON_15_UT,CALIDAD_TOX_FIS_FON_15,SEMAFORO,CONTAMINANTES
DLCHI341,LAS LAJAS 4,RÍO BRAVO,CHIHUAHUA,BUENAVENTURA,RÍO DEL CARMEN 1,RIO DEL CARMEN,LÉNTICO (HUMEDAL),PRESA,-107.028539,29.871915,2012-2024,2,Excelente,15.73,Buena calidad,76,Aceptable,197.3889546,Buena calidad,9.550289657,Excelente,,,,,104.55,Excelente,90,Excelente,88.25,Excelente,,,,,<1,No tóxico,<1,No tóxico,<1,No tóxico,<1,No tóxico,VERDE,
DLCHI342,SAN MARCOS 3,RÍO BRAVO,CHIHUAHUA,CHIHUAHUA,RÍO CONCHOS 3,PRESA SAN MARCOS,LÉNTICO,PRESA,-106.357919,28.790534,2012-2024,2,Excelente,46.98,Contaminada,10,Excelente,100.1628122,Buena calidad,3.981071706,Excelente,,,,,107.35,Excelente,86.3,Excelente,67.05,Buena calidad,,,,,<1,No tóxico,<1,No tóxico,<1,No tóxico,<1,No tóxico,ROJO,"DQO,"
DLCHI343,SAN MARCOS 4,RÍO BRAVO,CHIHUAHUA,CHIHUAHUA,RÍO CONCHOS 3,PRESA SAN MARCOS,LÉNTICO,PRESA,-106.356621,28.792342,2012-2024,2,Excelente,33.35,Aceptable,22,Excelente,108.2126006,Buena calidad,4.573050519,Excelente,,,,,110.1,Buena calidad,98.8,Excelente,56.6,Buena calidad,,,,,<1,No tóxico,<1,No tóxico,<1,No tóxico,<1,No tóxico,VERDE,
DLCHI350,PRESA LUIS L. LEON 7,RÍO BRAVO,CHIHUAHUA,ALDAMA,RÍO CONCHOS 3,PRESA L. LEON,LÉNTICO (HUMEDAL),PRESA,-105.31327,28.93573,2012-2024,2,Excelente,19.095,Buena calidad,10.5,Excelente,24.48538097,Excelente,8.603545146,Excelente,,,,,84.8,Excelente,88.4,Excelente,67.4,Buena calidad,,,,,<1,No tóxico,<1,No tóxico,<1,No tóxico,<1,No tóxico,VERDE,
DLCHI351,PRESA LUIS L. LEON 8,RÍO BRAVO,CHIHUAHUA,ALDAMA,RÍO CONCHOS 3,PRESA L. LEON,LÉNTICO (HUMEDAL),PRESA,-105.31778,28.92951,2012-2024,2.05,Excelente,20.2,Aceptable,10,Excelente,15.24268607,Excelente,5.085590875,Excelente,,,,,92.9,Excelente,87.2,Excelente,74.1,Excelente,,,,,<1,No tóxico,<1,No tóxico,<1,No tóxico,<1,No tóxico,VERDE,
DLCHI356,PRESA LUIS L. LEON 9,RÍO BRAVO,CHIHUAHUA,ALDAMA,RÍO CONCHOS 3,PRESA L. LEON,LÉNTICO (HUMEDAL),PRESA,-105.29129,28.96984,2012-2024,2,Excelente,21.13,Aceptable,10,Excelente,28.60099005,Excelente,6.106613793,Excelente,,,,,73.3,Excelente,66.85,Buena calidad,61.25,Buena calidad,,,,,<1,No tóxico,<1,No tóxico,<1,No tóxico,<1,No tóxico,VERDE,
DLCHI357,PRESA LUIS L. LEON 10,RÍO BRAVO,CHIHUAHUA,CHIHUAHUA,RÍO CONCHOS 3,PRESA L. LEON,LÉNTICO (HUMEDAL),PRESA,-105.27562,28.97921,2012-2024,2.45,Excelente,18.575,Buena calidad,10,Excelente,14.12366175,Excelente,5.967158836,Excelente,,,,,76.6,Excelente,46.3,Aceptable,35.1,Aceptable,,,,,<1,No tóxico,<1,No tóxico,<1,No tóxico,1.48,Toxicidad moderada,VERDE,
DLCHI364,PRESA CHIHUAHUA 2,RÍO BRAVO,CHIHUAHUA,CHIHUAHUA,RÍO CHUVISCAR,PRESA CHIHUAHUA,LÉNTICO,PRESA,-106.16902,28.57073,2012-2024,2.28,Excelente,23.3,Aceptable,14,Excelente,4.985427488,Excelente,4.440078164,Excelente,,,,,61.6,Buena calidad,48.3,Aceptable,54.1,Buena calidad,,,,,<1,No tóxico,<1,No tóxico,<1,No tóxico,<1,No tóxico,VERDE,
DLCHI365,ARROYO - CONFLUENTE CHUVISCAR PRESA CHIHUAHUA 1,RÍO BRAVO,CHIHUAHUA,CHIHUAHUA,RÍO CONCHOS 3,ARROYO,LÉNTICO,PRESA,-106.11463,28.57382,2012-2024,5.39,Buena calidad,36.8,Aceptable,10,Excelente,119.0668163,Buena calidad,7.959074888,Excelente,,,,,94.3,Excelente,91.3,Excelente,89.2,Excelente,,,,,<1,No tóxico,<1,No tóxico,<1,No tóxico,<1,No tóxico,VERDE,
DLCHI366,PRESA CHUVISCAR 3,RÍO BRAVO,CHIHUAHUA,CHIHUAHUA,RÍO CONCHOS 3,PRESA CHUVISCAR,LÉNTICO,PRESA,-106.11446,28.60466,2012-2024,8.24,Aceptable,66.37,Contaminada,48,Buena calidad,430.087043,Aceptable,18.7487866,Excelente,,,,,115.9,Buena calidad,78.9,Excelente,54.8,Buena calidad,,,,,<1,No tóxico,<1,No tóxico,<1,No tóxico,<1,No tóxico,ROJO,"DQO,"
DLCHI367,PRESA CHUVISCAR 2,RÍO BRAVO,CHIHUAHUA,CHIHUAHUA,RÍO CONCHOS 3,PRESA CHUVISCAR,LÉNTICO,PRESA,-106.11559,28.60249,2012-2024,7.85,Aceptable,118.8,Contaminada,50.665,Buena calidad,101.9168035,Buena calidad,18.88083847,Excelente,,,,,70.55,Excelente,,,207.9,Fuertemente contaminada,,,,,<1,No tóxico,<1,No tóxico,<1,No tóxico,,,ROJO,"DQO,OD%F,"
DLCHI368,PRESA CHUVISCAR 1,RÍO BRAVO,CHIHUAHUA,CHIHUAHUA,RÍO CONCHOS 3,PRESA CHUVISCAR,LÉNTICO,PRESA,-106.11663,28.60445,2012-2024,8.505,Aceptable,74.25,Contaminada,36,Buena calidad,1537.017999,Contaminada,34.0408011,Excelente,,,,,80.1,Excelente,<10,Fuertemente contaminada,208.5,Fuertemente contaminada,,,,,<1,No tóxico,<1,No tóxico,<1,No tóxico,<1,No tóxico,ROJO,"DQO,CF,OD%M,OD%F,"
DLCHI369,PRESA EL REJON 2,RÍO BRAVO,CHIHUAHUA,CHIHUAHUA,RÍO CONCHOS 3,PRESA EL REJON ZN,LÉNTICO,PRESA,-106.12436,28.61447,2012-2024,2.4,Excelente,26.36,Aceptable,14,Excelente,36.62726097,Excelente,12.28014356,Excelente,,,,,95.6,Excelente,44.95,Aceptable,38.3,Aceptable,,,,,1.03,Toxicidad baja,<1,No tóxico,<1,No tóxico,3.46,Toxicidad moderada,VERDE,
DLCHI370,PRESA EL REJON 1,RÍO BRAVO,CHIHUAHUA,CHIHUAHUA,RÍO CONCHOS 3,PRESA EL REJON,LÉNTICO,PRESA,-106.13148,28.6136,2012-2024,2.9,Excelente,21.665,Aceptable,16,Excelente,48.988582,Excelente,11.12095766,Excelente,,,,,86.1,Excelente,53.1,Buena calidad,42.55,Aceptable,,,,,<1,No tóxico,<1,No tóxico,<1,No tóxico,<1,No tóxico,VERDE,
DLCHI371,PRESA LUIS L. LEON 3,RÍO BRAVO,CHIHUAHUA,ALDAMA,RÍO CONCHOS 3,PRESA LUIS L. LEON,LÉNTICO (HUMEDAL),PRESA,-105.30391,28.87382,2012-2024,2,Excelente,19.755,Buena calidad,76,Aceptable,118.429831,Buena calidad,30.20865606,Excelente,,,,,78.8,Excelente,70.95,Excelente,61.2,Buena calidad,,,,,<1,No tóxico,<1,No tóxico,<1,No tóxico,<1,No tóxico,VERDE,
DLCHI372,PRESA LUIS L. LEON 2,RÍO BRAVO,CHIHUAHUA,ALDAMA,RÍO CONCHOS 3,PRESA LUIS L. LEON,LÉNTICO (HUMEDAL),PRESA,-105.30691,28.91117,2012-2024,2,Excelente,15.845,Buena calidad,12,Excelente,24.34735302,Excelente,7.857886262,Excelente,,,,,91.7,Excelente,93,Excelente,84.8,Excelente,,,,,<1,No tóxico,<1,No tóxico,<1,No tóxico,<1,No tóxico,VERDE,
DLCHI373,PRESA LUIS L. LEON 1,RÍO BRAVO,CHIHUAHUA,ALDAMA,RÍO CONCHOS 3,PRESA LUIS L. LEON,LÉNTICO (HUMEDAL),PRESA,-105.30842,28.92445,2012-2024,2.9,Excelente,17.04,Buena calidad,14,Excelente,13.18988884,Excelente,7.170625511,Excelente,,,,,99.05,Excelente,62.8,Buena calidad,34.65,Aceptable,,,,,<1,No tóxico,<1,No tóxico,<1,No tóxico,1.37,Toxicidad moderada,VERDE,
DLCHI374,PRESA LUIS L. LEON 4,RÍO BRAVO,CHIHUAHUA,ALDAMA,RÍO CONCHOS 3,PRESA LUIS L. LEON,LÉNTICO (HUMEDAL),PRESA,-105.30365,28.96204,2012-2024,2,Excelente,25.315,Aceptable,12,Excelente,16.97491193,Excelente,6.62278031,Excelente,,,,,88.4,Excelente,68.4,Buena calidad,65.7,Buena calidad,,,,,<1,No tóxico,<1,No tóxico,<1,No tóxico,<1,No tóxico,VERDE,
DLCHI375,PRESA LUIS L. LEON 5,RÍO BRAVO,CHIHUAHUA,ALDAMA,RÍO CONCHOS 3,PRESA LUIS L. LEON,LÉNTICO (HUMEDAL),PRESA,-105.3012,28.9668,2012-2024,2,Excelente,19.09,Buena calidad,13,Excelente,40.8715413,Excelente,9.299869463,Excelente,,,,,71.8,Excelente,60.2,Buena calidad,62.45,Buena calidad,,,,,<1,No tóxico,<1,No tóxico,<1,No tóxico,<1,No tóxico,VERDE,
DLCHI376,PRESA LUIS L. LEON 6,RÍO BRAVO,CHIHUAHUA,ALDAMA,RÍO CONCHOS 3,PRESA LUIS L. LEON,LÉNTICO (HUMEDAL),PRESA,-105.27812,28.98241,2012-2024,2.2,Excelente,17.49,Buena calidad,10,Excelente,21.06699416,Excelente,4.568182218,Excelente,,,,,65.7,Buena calidad,56.85,Buena calidad,48.1,Aceptable,,,,,<1,No tóxico,<1,No tóxico,<1,No tóxico,<1,No tóxico,VERDE,
DLCHI397,PRESA SITURIACHI 1,RÍO BRAVO,CHIHUAHUA,BOCOYNA,RÍO CONCHOS 1,PRESA SITURIACHI,LÉNTICO,PRESA,-107.65559,27.93567,2012-2024,2,Excelente,22.68,Aceptable,17,Excelente,36.46028156,Excelente,3.922857389,Excelente,,,,,96.4,Excelente,95.5,Excelente,91.1,Excelente,,,,,<1,No tóxico,<1,No tóxico,1.82,Toxicidad moderada,<1,No tóxico,VERDE,
DLCHI398,PRESA SITURIACHI 2,RÍO BRAVO,CHIHUAHUA,BOCOYNA,RÍO CONCHOS 1,PRESA SITURIACHI,LÉNTICO,PRESA,-107.64579,27.93553,2012-2024,2,Excelente,15.48,Buena calidad,17.75,Excelente,28.6785429,Excelente,4.443831431,Excelente,,,,,95.4,Excelente,94.5,Excelente,85.8,Excelente,,,,,<1,No tóxico,<1,No tóxico,<1,No tóxico,1.23,Toxicidad baja,VERDE,
DLCHI399,PRESA SITURIACHI 3,RÍO BRAVO,CHIHUAHUA,BOCOYNA,RÍO CONCHOS 1,PRESA SITURIACHI,LÉNTICO,PRESA,-107.64529,27.93983,2012-2024,2,Excelente,16.64,Buena calidad,13.415,Excelente,15.89843679,Excelente,6.590356016,Excelente,,,,,97.8,Excelente,94.7,Excelente,92.5,Excelente,,,,,<1,No tóxico,<1,No tóxico,<1,No tóxico,<1,No tóxico,VERDE,
DLCHI402,PRESA EL PEINADO 3,RÍO BRAVO,CHIHUAHUA,MATAMOROS,RÍO FLORIDO 3,PRESA EL PEINADO,LÉNTICO,PRESA,-105.64675,26.73889,2012-2024,3.13,Buena calidad,33.86,Aceptable,10,Excelente,256.0784551,Aceptable,2.993795166,Excelente,,,,,87.3,Excelente,,,,,,,,,<1,No tóxico,<1,No tóxico,<1,No tóxico,<1,No tóxico,VERDE,
DLCHI403,PRESA EL PEINADO 2,RÍO BRAVO,CHIHUAHUA,MATAMOROS,RÍO FLORIDO 3,PRESA EL PEINADO,LÉNTICO,PRESA,-105.64901,26.73645,2012-2024,2.55,Excelente,44.28,Contaminada,10,Excelente,52.62013663,Excelente,<1,Excelente,,,,,89.35,Excelente,,,,,,,,,<1,No tóxico,<1,No tóxico,<1,No tóxico,<1,No tóxico,ROJO,"DQO,"
DLCHI404,PRESA EL PEINADO 1,RÍO BRAVO,CHIHUAHUA,MATAMOROS,RÍO FLORIDO 3,PRESA EL PEINADO,LÉNTICO,PRESA,-105.64439,26.73612,2012-2024,4,Buena calidad,27.92,Aceptable,11.5,Excelente,143.577732,Buena calidad,2.100953346,Excelente,,,,,85,Excelente,87,Excelente,86.6,Excelente,,,,,<1,No tóxico,<1,No tóxico,<1,No tóxico,<1,No tóxico,VERDE,
DLCHI405,PRESA EL PARRAL 2,RÍO BRAVO,CHIHUAHUA,SANTA BÁRBARA,RÍO PARRAL,PRESA EL PARRAL,LÉNTICO,PRESA,-105.73286,26.90558,2012-2024,2.98,Excelente,17.12,Buena calidad,10,Excelente,169.5589875,Buena calidad,10.22501215,Excelente,,,,,111.8,Buena calidad,79.7,Excelente,63.3,Buena calidad,,,,,<1,No tóxico,<1,No tóxico,<1,No tóxico,<1,No tóxico,VERDE,
DLCHI406,PRESA EL PARRAL 1,RÍO BRAVO,CHIHUAHUA,SANTA BÁRBARA,RÍO PARRAL,PRESA EL PARRAL,LÉNTICO (HUMEDAL),PRESA,-105.7321,26.90799,2012-2024,2,Excelente,20.9,Aceptable,18,Excelente,191.6155001,Buena calidad,8.017293508,Excelente,,,,,101.6,Excelente,85.8,Excelente,62.6,Buena calidad,,,,,<1,No tóxico,<1,No tóxico,<1,No tóxico,<1,No tóxico,VERDE,
DLCHI414,PRESA LA BOQUILLA 5,RÍO BRAVO,CHIHUAHUA,SAN FRANCISCO DE CONCHOS,RÍO CONCHOS 1,PRESA LA BOQUILLA,LÉNTICO,PRESA,-105.41402,27.54552,2012-2024,2,Excelente,15.2,Buena calidad,10,Excelente,54.36395059,Excelente,3.843915619,Excelente,,,,,104.7,Excelente,76.1,Excelente,39.4,Aceptable,,,,,<1,No tóxico,<1,No tóxico,<1,No tóxico,<1,No tóxico,VERDE,
DLCHI415,PRESA LA BOQUILLA 4,RÍO BRAVO,CHIHUAHUA,VALLE DE ZARAGOZA,RÍO CONCHOS 1,PRESA LA BOQUILLA,LÉNTICO (HUMEDAL),PRESA,-105.45698,27.4897,2012-2024,2,Excelente,16.8,Buena calidad,10,Excelente,100.6591898,Buena calidad,2.894266125,Excelente,,,,,99.5,Excelente,85.6,Excelente,78,Excelente,,,,,<1,No tóxico,<1,No tóxico,<1,No tóxico,<1,No tóxico,VERDE,
DLCHI416,PRESA LA BOQUILLA 3,RÍO BRAVO,CHIHUAHUA,VALLE DE ZARAGOZA,RÍO CONCHOS 1,PRESA LA BOQUILLA,LÉNTICO (HUMEDAL),PRESA,-105.57185,27.52229,2012-2024,2,Excelente,12.16,Buena calidad,19.5,Excelente,104.7707162,Buena calidad,3.455107295,Excelente,,,,,95.2,Excelente,84.3,Excelente,62,Buena calidad,,,,,<1,No tóxico,<1,No tóxico,<1,No tóxico,<1,No tóxico,VERDE,
DLCHI417,PRESA LA BOQUILLA 2,RÍO BRAVO,CHIHUAHUA,VALLE DE ZARAGOZA,RÍO CONCHOS 1,PRESA LA BOQUILLA,LÉNTICO (HUMEDAL),PRESA,-105.5968,27.51036,2012-2024,2,Excelente,12.72,Buena calidad,17.33,Excelente,155.1636867,Buena calidad,5.114864606,Excelente,,,,,91.6,Excelente,90.5,Excelente,85,Excelente,,,,,<1,No tóxico,<1,No tóxico,<1,No tóxico,<1,No tóxico,VERDE,
DLCHI418,PRESA LA BOQUILLA 1,RÍO BRAVO,CHIHUAHUA,VALLE DE ZARAGOZA,RÍO CONCHOS 1,PRESA LA BOQUILLA,LÉNTICO,PRESA,-105.50697,27.5167,2012-2024,2.5,Excelente,47.075,Contaminada,26.5,Buena calidad,50.75361413,Excelente,10.19426547,Excelente,,,,,113.2,Buena calidad,80.65,Excelente,59.4,Buena calidad,,,,,<1,No tóxico,<1,No tóxico,<1,No tóxico,<1,No tóxico,ROJO,"DQO,"
DLCHI418M1,PRESA LA BOQUILLA 1 - M1,RÍO BRAVO,CHIHUAHUA,VALLE DE ZARAGOZA,RÍO CONCHOS 1,PRESA LA BOQUILLA,LÉNTICO,PRESA,-105.50629,27.51699,2012-2024,<2,Excelente,10,Excelente,10,Excelente,65.44946426,Excelente,3.72759372,Excelente,,,,,101,Excelente,67.8,Buena calidad,41.3,Aceptable,,,,,<1,No tóxico,<1,No tóxico,<1,No tóxico,<1,No tóxico,VERDE,
DLCHI420,PRESA FRANCISCO I. MADERO 1,RÍO BRAVO,CHIHUAHUA,ROSALES,RÍO SAN PEDRO,PRESA FRANCISCO I. MADERO,LÉNTICO (HUMEDAL),PRESA,-105.68134,28.10343,2012-2024,2,Excelente,26.66,Aceptable,48,Buena calidad,230.4229695,Aceptable,6.904238359,Excelente,,,,,95.7,Excelente,90.75,Excelente,74.7,Excelente,,,,,<1,No tóxico,<1,No tóxico,<1,No tóxico,<1,No tóxico,VERDE,
DLCHI421,PRESA FRANCISCO I. MADERO 2,RÍO BRAVO,CHIHUAHUA,ROSALES,RÍO SAN PEDRO,PRESA FRANCISCO I. MADERO,LÉNTICO (HUMEDAL),PRESA,-105.67242,28.14503,2012-2024,2,Excelente,26.04,Aceptable,33.835,Buena calidad,156.1439022,Buena calidad,2.557240289,Excelente,,,,,99.7,Excelente,71.1,Excelente,45,Aceptable,,,,,<1,No tóxico,<1,No tóxico,2.01,Toxicidad moderada,<1,No tóxico,VERDE,
DLCHI422,PRESA FRANCISCO I. MADERO 3,RÍO BRAVO,CHIHUAHUA,ROSALES,RÍO SAN PEDRO,PRESA FRANCISCO I. MADERO,LÉNTICO (HUMEDAL),PRESA,-105.65585,28.15373,2012-2024,2,Excelente,24.08,Aceptable,18.855,Excelente,63.4067664,Excelente,4.030189961,Excelente,,,,,96.2,Excelente,68.8,Buena calidad,49,Aceptable,,,,,<1,No tóxico,<1,No tóxico,<1,No tóxico,<1,No tóxico,VERDE,
DLCHI423,PRESA FRANCISCO I. MADERO 4,RÍO BRAVO,CHIHUAHUA,ROSALES,RÍO SAN PEDRO,PRESA FRANCISCO I. MADERO,LÉNTICO,PRESA,-105.63671,28.17817,2012-2024,2,Excelente,24.36,Aceptable,15.765,Excelente,131.5040375,Buena calidad,5.074634262,Excelente,,,,,96.4,Excelente,87.55,Excelente,75.05,Excelente,,,,,<1,No tóxico,<1,No tóxico,1.82,Toxicidad moderada,<1,No tóxico,VERDE,
DLCHI424,PRESA FRANCISCO I. MADERO 5,RÍO BRAVO,CHIHUAHUA,ROSALES,RÍO SAN PEDRO,PRESA FRANCISCO I. MADERO,LÉNTICO,PRESA,-105.62835,28.16708,2012-2024,2,Excelente,34.74,Aceptable,19.25,Excelente,34.07724854,Excelente,3.512754687,Excelente,,,,,81.3,Excelente,74.6,Excelente,46.35,Aceptable,,,,,<1,No tóxico,<1,No tóxico,<1,No tóxico,<1,No tóxico,VERDE,
DLCOA431,"PRESA VENUSTIANO CARRANZA, ENTRADA RÍO SABINES",RÍO BRAVO,COAHUILA DE ZARAGOZA,PROGRESO,RÍO SALADO,PRESA VENUSTIANO CARRANZA,LÉNTICO (HUMEDAL),PRESA,-100.67499,27.51147,2012-2024,2,Excelente,10,Excelente,10,Excelente,88.34958063,Excelente,39.72646293,Excelente,,,,,98.7,Excelente,99.3,Excelente,98.8,Excelente,,,,,<1,No tóxico,<1,No tóxico,<1,No tóxico,<1,No tóxico,VERDE,
DLCOA432,"PRESA VENUSTIANO CARRANZA, CENTRO",RÍO BRAVO,COAHUILA DE ZARAGOZA,PROGRESO,RÍO SALADO,PRESA VENUSTIANO CARRANZA,LÉNTICO (HUMEDAL),PRESA,-100.64442,27.49669,2012-2024,2,Excelente,11.77,Buena calidad,10.335,Excelente,94.04958361,Excelente,47.50497985,Excelente,,,,,99.7,Excelente,100.2,Excelente,101.15,Excelente,,,,,<1,No tóxico,<1,No tóxico,<1,No tóxico,<1,No tóxico,VERDE,
DLCOA433,"PRESA VENUSTIANO CARRANZA, ENTRADA RÍO SALADO",RÍO BRAVO,COAHUILA DE ZARAGOZA,PROGRESO,RÍO SALADO,PRESA VENUSTIANO CARRANZA,LÉNTICO (HUMEDAL),PRESA,-100.70438,27.48473,2012-2024,2,Excelente,10,Excelente,10,Excelente,83.17450896,Excelente,56.93909806,Excelente,,,,,98.5,Excelente,99.05,Excelente,100.5,Excelente,,,,,<1,No tóxico,<1,No tóxico,<1,No tóxico,<1,No tóxico,VERDE,
DLCOA434,"PRESA VENUSTIANO CARRANZA, SURESTE",RÍO BRAVO,COAHUILA DE ZARAGOZA,JUÁREZ,RÍO SALADO,PRESA VENUSTIANO CARRANZA,LÉNTICO (HUMEDAL),PRESA,-100.61208,27.44855,2012-2024,2,Excelente,11,Buena calidad,10.165,Excelente,68.60975603,Excelente,51.77373505,Excelente,,,,,97.2,Excelente,101,Excelente,100.3,Excelente,,,,,<1,No tóxico,<1,No tóxico,<1,No tóxico,<1,No tóxico,VERDE,
DLCOA435,"PRESA VENUSTIANO CARRANZA, SUROESTE",RÍO BRAVO,COAHUILA DE ZARAGOZA,JUÁREZ,RÍO SALADO,PRESA VENUSTIANO CARRANZA,LÉNTICO (HUMEDAL),PRESA,-100.69417,27.45079,2012-2024,2,Excelente,10.47,Buena calidad,10,Excelente,115.8900608,Buena calidad,79.49557556,Excelente,,,,,98,Excelente,98.2,Excelente,98.4,Excelente,,,,,<1,No tóxico,<1,No tóxico,<1,No tóxico,<1,No tóxico,VERDE,
DLCOA437,CORTINA PRESA VENUSTIANO CARRANZA,RÍO BRAVO,COAHUILA DE ZARAGOZA,PROGRESO,RÍO SALADO,PRESA VENUSTIANO CARRANZA,LÉNTICO (HUMEDAL),PRESA,-100.6149,27.50921,2012-2024,2,Excelente,12.735,Buena calidad,10,Excelente,133.0673461,Buena calidad,56.48637708,Excelente,,,,,98.7,Excelente,96.9,Excelente,100.9,Excelente,,,,,<1,No tóxico,<1,No tóxico,<1,No tóxico,<1,No tóxico,VERDE,
DLCOA487,CORTINA PRESA LA AMISTAD,RÍO BRAVO,COAHUILA DE ZARAGOZA,ACUÑA,RÍO BRAVO 5,INTERNACIONAL LA AMISTAD,LÉNTICO (HUMEDAL),PRESA,-101.06331,29.45219,2012-2024,2,Excelente,10,Excelente,10,Excelente,54.65510123,Excelente,34.92496157,Excelente,,,,,100.2,Excelente,99.45,Excelente,97.1,Excelente,,,,,<1,No tóxico,<1,No tóxico,<1,No tóxico,<1,No tóxico,VERDE,
DLCOA488,PRESA INTERNACIONAL LA AMISTAD 4,RÍO BRAVO,COAHUILA DE ZARAGOZA,ACUÑA,RÍO BRAVO 5,INTERNACIONAL LA AMISTAD,LÉNTICO (HUMEDAL),PRESA,-101.11588,29.45434,2012-2024,2,Excelente,10,Excelente,10,Excelente,138.8085904,Buena calidad,65.30522243,Excelente,,,,,99.7,Excelente,102.85,Excelente,100.7,Excelente,,,,,<1,No tóxico,<1,No tóxico,<1,No tóxico,<1,No tóxico,VERDE,
DLCOA489,REPRESA HIDRAULICA DEL RIO,RÍO BRAVO,COAHUILA DE ZARAGOZA,ACUÑA,RÍO BRAVO 5,REPRESA RIO BRAVO,LÉNTICO (HUMEDAL),PRESA,-101.15818,29.4667,2012-2024,2,Excelente,10,Excelente,10,Excelente,44.06471689,Excelente,29.71837261,Excelente,,,,,101.35,Excelente,99.2,Excelente,97.95,Excelente,,,,,<1,No tóxico,<1,No tóxico,<1,No tóxico,<1,No tóxico,VERDE,
DLCOA490,PRESA INTERNACIONAL LA AMISTAD 5,RÍO BRAVO,COAHUILA DE ZARAGOZA,ACUÑA,RÍO BRAVO 5,PRESA INTERNACIONAL LA AMISTAD,LÉNTICO (HUMEDAL),PRESA,-101.25259,29.51944,2012-2024,2,Excelente,10,Excelente,10,Excelente,27.53808174,Excelente,19.96594033,Excelente,,,,,100.8,Excelente,99.75,Excelente,99.85,Excelente,,,,,<1,No tóxico,<1,No tóxico,<1,No tóxico,<1,No tóxico,VERDE,
DLCOA491,PRESA INTERNACIONAL LA AMISTAD 6,RÍO BRAVO,COAHUILA DE ZARAGOZA,ACUÑA,RÍO BRAVO 5,PRESA INTERNACIONAL LA AMISTAD,LÉNTICO (HUMEDAL),PRESA,-101.24739,29.57344,2012-2024,2,Excelente,10,Excelente,10,Excelente,31.13332671,Excelente,21.68536434,Excelente,,,,,100.85,Excelente,100.5,Excelente,98.7,Excelente,,,,,<1,No tóxico,<1,No tóxico,<1,No tóxico,1.77,Toxicidad moderada,VERDE,
DLCOA494,PRESA INTERNACIONAL LA AMISTAD 1,RÍO BRAVO,COAHUILA DE ZARAGOZA,ACUÑA,RÍO BRAVO 5,INTERNACIONAL LA AMISTAD,LÉNTICO (HUMEDAL),PRESA,-101.30838,29.49842,2012-2024,2,Excelente,10,Excelente,10,Excelente,54.70161857,Excelente,28.00152941,Excelente,,,,,98.2,Excelente,98.9,Excelente,98.3,Excelente,,,,,<1,No tóxico,<1,No tóxico,<1,No tóxico,<1,No tóxico,VERDE,
DLCOA495,PRESA INTERNACIONAL LA AMISTAD 2,RÍO BRAVO,COAHUILA DE ZARAGOZA,ACUÑA,RÍO BRAVO 5,INTERNACIONAL LA AMISTAD,LÉNTICO (HUMEDAL),PRESA,-101.30058,29.47494,2012-2024,2,Excelente,10,Excelente,10,Excelente,44.54145495,Excelente,31.30908993,Excelente,,,,,101,Excelente,100.3,Excelente,101.15,Excelente,,,,,<1,No tóxico,<1,No tóxico,<1,No tóxico,<1,No tóxico,VERDE,
DLCOA496,PRESA INTERNACIONAL LA AMISTAD 3,RÍO BRAVO,COAHUILA DE ZARAGOZA,ACUÑA,RÍO BRAVO 5,INTERNACIONAL LA AMISTAD,LÉNTICO (HUMEDAL),PRESA,-101.27306,29.46176,2012-2024,2,Excelente,10,Excelente,10,Excelente,36.1003205,Excelente,28.10527157,Excelente,,,,,101.95,Excelente,99.5,Excelente,100.5,Excelente,,,,,<1,No tóxico,<1,No tóxico,<1,No tóxico,<1,No tóxico,VERDE,
DLCOA501,AREA DE PROTECCION DE FLORA Y FAUNA CUATRO CIENEGAS  1,RÍO BRAVO,COAHUILA DE ZARAGOZA,CUATRO CIÉNEGAS,RÍO NADADORES,CUATRO CIENEGAS,LÉNTICO (HUMEDAL),LAGO,-101.99227,26.78061,2012-2024,2,Excelente,10,Excelente,10,Excelente,1560.026612,Contaminada,43.58860723,Excelente,,,,,63.2,Buena calidad,,,,,,,,,<1,No tóxico,<1,No tóxico,<1,No tóxico,<1,No tóxico,AMARILLO,"CF,"
